Sentence,Tense
উনাদেরকে দরকার পড়ানো,Present_Nrm
আগামীকাল পড়াব আমি,Future_Nrm
আমরা পড়াব শীঘ্রই,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
আজকে পড়াবি তুই,Future_Nrm
আজকে পড়াবি তোরা,Future_Nrm
তুমি পরশু পড়াবে,Future_Nrm
তোমরা আজ পড়াবে,Future_Nrm
আপনি আজকে পড়াবেন,Future_Nrm
আপনারা ভবিষ্যতে পড়াবেন,Future_Nrm
এখনই পড়াবেন উনি,Future_Nrm
উনারা পড়াবেন আগামিকাল,Future_Nrm
পরশু পড়াবেন তিনি,Future_Nrm
আগামিকাল পড়াবো আমি,Future_Nrm
ভবিষ্যতে পড়াবো আমরা,Future_Nrm
সে এখনই পড়ায়,Present_Nrm
তারা আজ পড়ায়,Present_Nrm
কোনো বাক্য তৈরি হয়নি,Error
সে পড়াল পূর্বে,Past_Nrm
তারা গতকাল পড়াল,Past_Nrm
গতকাল পড়ালাম আমি,Past_Nrm
আমরা আগে পড়ালাম,Past_Nrm
তুই পড়ালি আজকে,Past_Nrm
তোরা সেদিন পড়ালি,Past_Nrm
অতীতে পড়ালুম আমি,Past_Nrm
আমরা পড়ালুম আজ,Past_Nrm
তুমি অতীতে পড়ালে,Past_Nrm
তোমরা অতীতে পড়ালে,Past_Nrm
আপনি গতকাল পড়ালেন,Past_Nrm
আপনারা পড়ালেন পূর্বে,Past_Nrm
উনি পড়ালেন আগে,Past_Nrm
উনারা পড়ালেন আজকে,Past_Nrm
আজকে পড়ালেন তিনি,Past_Nrm
আমি পড়ালেম পূর্বে,Past_Nrm
আমরা পড়ালেম এখনই,Past_Nrm
এখনই পড়াস তুই,Present_Nrm
তোরা আজকে পড়াস,Present_Nrm
আমি পড়ি বর্তমানে,Present_Nrm
আমরা পড়ি বর্তমানে,Present_Nrm
আজ পড়িও তুমি,Present_Nrm
তোমরা পড়িও এখন,Present_Nrm
সে পূর্বে পড়িত,Past_Nrm
তারা পড়িত আগে,Past_Nrm
আমি পড়িতাম আজকে,Past_Nrm
গতকাল পড়িতাম আমরা,Past_Nrm
তুই আজ পড়িতিস,Past_Nrm
তোরা পড়িতিস আজকে,Past_Nrm
তুমি পড়িতে আজ,Past_Nrm
আগে পড়িতে তোমরা,Past_Nrm
তুমি পড়িতেছ বর্তমানে,Present_Nrm
এখন পড়িতেছ তোমরা,Present_Nrm
আমি পড়িতেছি এখন,Present_Nrm
আমরা বর্তমানে পড়িতেছি,Present_Nrm
সে পড়িতেছিল আজকে,Past_Nrm
তারা পূর্বে পড়িতেছিল,Past_Nrm
আমি পড়িতেছিলাম পূর্বে,Past_Nrm
গতকাল পড়িতেছিলাম আমরা,Past_Nrm
তুই এখন পড়িতেছিলি,Past_Nrm
তোরা পড়িতেছিলি আজ,Past_Nrm
তুমি পড়িতেছিলে সেদিন,Past_Nrm
তোমরা পড়িতেছিলে পূর্বে,Past_Nrm
আপনি পড়িতেছিলেন এখন,Past_Nrm
আপনারা পড়িতেছিলেন সেদিন,Past_Nrm
উনি সেদিন পড়িতেছিলেন,Past_Nrm
এখনই পড়িতেছিলেন উনারা,Past_Nrm
তিনি পড়িতেছিলেন অতীতে,Past_Nrm
তুই পড়িতেছিস আজ,Present_Nrm
বর্তমানে পড়িতেছিস তোরা,Present_Nrm
এখন পড়িতেছে সে,Present_Nrm
তারা পড়িতেছে আজ,Present_Nrm
আপনি পড়িতেছেন এখনই,Present_Nrm
আপনারা এখনই পড়িতেছেন,Present_Nrm
উনি আজকে পড়িতেছেন,Present_Nrm
আজকে পড়িতেছেন উনারা,Present_Nrm
তিনি পড়িতেছেন বর্তমানে,Present_Nrm
এখন পড়িতেন আপনি,Past_Nrm
আপনারা এখন পড়িতেন,Past_Nrm
উনি পড়িতেন আজ,Past_Nrm
এখন পড়িতেন উনারা,Past_Nrm
পূর্বে পড়িতেন তিনি,Past_Nrm
পরশু পড়িব আমি,Future_Nrm
আমরা পড়িব আজ,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই আগামীকাল পড়িবি,Future_Nrm
তোরা পড়িবি পরশু,Future_Nrm
আগামিকাল পড়িবে তুমি,Future_Nrm
তোমরা পড়িবে এখন,Future_Nrm
ভবিষ্যতে পড়িবেন আপনি,Future_Nrm
এখনই পড়িবেন আপনারা,Future_Nrm
উনি এখনই পড়িবেন,Future_Nrm
শীঘ্রই পড়িবেন উনারা,Future_Nrm
শীঘ্রই পড়িবেন তিনি,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুমি আজ পড়িয়াছ,Present_Nrm
তোমরা আজকে পড়িয়াছ,Present_Nrm
আমি আজকে পড়িয়াছি,Present_Nrm
আমরা এখন পড়িয়াছি,Present_Nrm
সে পড়িয়াছিল অতীতে,Past_Nrm
আগে পড়িয়াছিল তারা,Past_Nrm
আমি এখনই পড়িয়াছিলাম,Past_Nrm
আমরা অতীতে পড়িয়াছিলাম,Past_Nrm
তুই পড়িয়াছিলি আগে,Past_Nrm
তোরা আজ পড়িয়াছিলি,Past_Nrm
তুমি পড়িয়াছিলে গতকাল,Past_Nrm
তোমরা আজ পড়িয়াছিলে,Past_Nrm
আপনি পড়িয়াছিলেন আগে,Past_Nrm
আপনারা আগে পড়িয়াছিলেন,Past_Nrm
উনি সেদিন পড়িয়াছিলেন,Past_Nrm
উনারা পড়িয়াছিলেন পূর্বে,Past_Nrm
তিনি পড়িয়াছিলেন এখনই,Past_Nrm
তুই পড়িয়াছিস আজকে,Present_Nrm
বর্তমানে পড়িয়াছিস তোরা,Present_Nrm
সে পড়িয়াছে বর্তমানে,Present_Nrm
তারা পড়িয়াছে এখন,Present_Nrm
আজকে পড়িয়াছেন আপনি,Present_Nrm
এখনই পড়িয়াছেন আপনারা,Present_Nrm
উনি পড়িয়াছেন আজ,Present_Nrm
উনারা পড়িয়াছেন বর্তমানে,Present_Nrm
তিনি পড়িয়াছেন বর্তমানে,Present_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুমি পড়িয়েছ এখন,Present_Nrm
তোমরা পড়িয়েছ আজকে,Present_Nrm
আমি বর্তমানে পড়িয়েছি,Present_Nrm
আমরা আজকে পড়িয়েছি,Present_Nrm
সে সেদিন পড়িয়েছিল,Past_Nrm
তারা পড়িয়েছিল আজকে,Past_Nrm
আমি পড়িয়েছিলাম এখন,Past_Nrm
আমরা অতীতে পড়িয়েছিলাম,Past_Nrm
তুই আগে পড়িয়েছিলি,Past_Nrm
তোরা এখনই পড়িয়েছিলি,Past_Nrm
আমি এখনই পড়িয়েছিলুম,Past_Nrm
আমরা পড়িয়েছিলুম আজকে,Past_Nrm
তুমি অতীতে পড়িয়েছিলে,Past_Nrm
অতীতে পড়িয়েছিলে তোমরা,Past_Nrm
আপনি পড়িয়েছিলেন গতকাল,Past_Nrm
আপনারা আজ পড়িয়েছিলেন,Past_Nrm
উনি সেদিন পড়িয়েছিলেন,Past_Nrm
উনারা এখনই পড়িয়েছিলেন,Past_Nrm
তিনি পড়িয়েছিলেন আজকে,Past_Nrm
আগে পড়িয়েছিলেম আমি,Past_Nrm
আমরা আজ পড়িয়েছিলেম,Past_Nrm
তুই আজ পড়িয়েছিস,Present_Nrm
এখনই পড়িয়েছিস তোরা,Present_Nrm
সে এখন পড়িয়েছে,Present_Nrm
তারা পড়িয়েছে এখন,Present_Nrm
আপনি আজ পড়িয়েছেন,Present_Nrm
আপনারা আজকে পড়িয়েছেন,Present_Nrm
উনি পড়িয়েছেন এখন,Present_Nrm
উনারা বর্তমানে পড়িয়েছেন,Present_Nrm
তিনি বর্তমানে পড়িয়েছেন,Present_Nrm
আজকে পড়িয়ো তুমি,Present_Nrm
তোমরা এখন পড়িয়ো,Present_Nrm
সে পড়িল পূর্বে,Past_Nrm
তারা পড়িল আজকে,Past_Nrm
আজকে পড়িলাম আমি,Past_Nrm
আমরা পড়িলাম আগে,Past_Nrm
তুই পড়িলি আজকে,Past_Nrm
তোরা এখনই পড়িলি,Past_Nrm
এখনই পড়িলে তুমি,Past_Nrm
আগে পড়িলে তোমরা,Past_Nrm
আপনি সেদিন পড়িলেন,Past_Nrm
অতীতে পড়িলেন আপনারা,Past_Nrm
উনি পড়িলেন আজকে,Past_Nrm
এখন পড়িলেন উনারা,Past_Nrm
তিনি এখনই পড়িলেন,Past_Nrm
তুই পড়িস এখনই,Present_Nrm
তোরা পড়িস এখন,Present_Nrm
সে এখন পড়ুক,Present_Nrm
এখন পড়ুক তারা,Present_Nrm
আপনি পড়ুন এখনই,Present_Nrm
আপনারা পড়ুন আজকে,Present_Nrm
উনি আজ পড়ুন,Present_Nrm
উনারা বর্তমানে পড়ুন,Present_Nrm
তিনি পড়ুন বর্তমানে,Present_Nrm
সে বর্তমানে পড়ে,Present_Nrm
তারা পড়ে এখনই,Present_Nrm
আজকে পড়েছ তুমি,Present_Nrm
তোমরা পড়েছ এখন,Present_Nrm
আমি পড়েছি এখন,Present_Nrm
আমরা এখনই পড়েছি,Present_Nrm
সে পড়েছিল সেদিন,Past_Nrm
তারা আজ পড়েছিল,Past_Nrm
আমি পড়েছিলাম এখন,Past_Nrm
আমরা পড়েছিলাম আগে,Past_Nrm
তুই পড়েছিলি এখন,Past_Nrm
তোরা পড়েছিলি আগে,Past_Nrm
আমি আজ পড়েছিলুম,Past_Nrm
আমরা আগে পড়েছিলুম,Past_Nrm
তুমি পড়েছিলে পূর্বে,Past_Nrm
তোমরা পড়েছিলে অতীতে,Past_Nrm
আপনি পড়েছিলেন পূর্বে,Past_Nrm
আপনারা এখন পড়েছিলেন,Past_Nrm
উনি আজ পড়েছিলেন,Past_Nrm
উনারা সেদিন পড়েছিলেন,Past_Nrm
এখন পড়েছিলেন তিনি,Past_Nrm
আমি পড়েছিলেম আজ,Past_Nrm
আমরা পড়েছিলেম এখন,Past_Nrm
তুই আজ পড়েছিস,Present_Nrm
তোরা পড়েছিস এখন,Present_Nrm
সে পড়েছে বর্তমানে,Present_Nrm
তারা পড়েছে আজকে,Present_Nrm
আপনি এখনই পড়েছেন,Present_Nrm
আপনারা পড়েছেন এখনই,Present_Nrm
এখনই পড়েছেন উনি,Present_Nrm
উনারা পড়েছেন এখন,Present_Nrm
এখনই পড়েছেন তিনি,Present_Nrm
আপনি পড়েন আজকে,Present_Nrm
আপনারা পড়েন এখনই,Present_Nrm
উনি পড়েন এখন,Present_Nrm
উনারা পড়েন এখন,Present_Nrm
তিনি পড়েন বর্তমানে,Present_Nrm
তুমি আজ পড়ো,Present_Nrm
তোমরা পড়ো আজকে,Present_Nrm
এখন পড়ছ তুমি,Present_Nrm
বর্তমানে পড়ছ তোমরা,Present_Nrm
আমি আজকে পড়ছি,Present_Nrm
আমরা আজ পড়ছি,Present_Nrm
সে আজ পড়ছিল,Past_Nrm
তারা পড়ছিল সেদিন,Past_Nrm
আগে পড়ছিলাম আমি,Past_Nrm
আজ পড়ছিলাম আমরা,Past_Nrm
তুই পড়ছিলি গতকাল,Past_Nrm
তোরা অতীতে পড়ছিলি,Past_Nrm
আমি পড়ছিলুম সেদিন,Past_Nrm
আমরা পড়ছিলুম আজকে,Past_Nrm
সেদিন পড়ছিলে তুমি,Past_Nrm
আজ পড়ছিলে তোমরা,Past_Nrm
আগে পড়ছিলেন আপনি,Past_Nrm
আপনারা পূর্বে পড়ছিলেন,Past_Nrm
উনি এখন পড়ছিলেন,Past_Nrm
উনারা আজ পড়ছিলেন,Past_Nrm
আজকে পড়ছিলেন তিনি,Past_Nrm
আজ পড়ছিলেম আমি,Past_Nrm
আমরা পড়ছিলেম আগে,Past_Nrm
তুই এখন পড়ছিস,Present_Nrm
তোরা পড়ছিস আজকে,Present_Nrm
সে পড়ছে আজ,Present_Nrm
তারা পড়ছে আজ,Present_Nrm
আপনি পড়ছেন আজ,Present_Nrm
আপনারা পড়ছেন এখনই,Present_Nrm
আজকে পড়ছেন উনি,Present_Nrm
উনারা আজ পড়ছেন,Present_Nrm
তিনি পড়ছেন আজকে,Present_Nrm
আগে পড়ত সে,Past_Nrm
তারা পড়ত এখন,Past_Nrm
আগে পড়তাম আমি,Past_Nrm
এখন পড়তাম আমরা,Past_Nrm
তুই পড়তিস আগে,Past_Nrm
এখনই পড়তিস তোরা,Past_Nrm
আমি পড়তুম সেদিন,Past_Nrm
গতকাল পড়তুম আমরা,Past_Nrm
তুমি আজ পড়তে,Past_Nrm
তোমরা আজকে পড়তে,Past_Nrm
পূর্বে পড়তেন আপনি,Past_Nrm
আপনারা পড়তেন এখন,Past_Nrm
উনি গতকাল পড়তেন,Past_Nrm
এখনই পড়তেন উনারা,Past_Nrm
এখন পড়তেন তিনি,Past_Nrm
আগে পড়তেম আমি,Past_Nrm
আমরা পড়তেম গতকাল,Past_Nrm
এখনই পড়ব আমি,Future_Nrm
আজ পড়ব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই আজ পড়বি,Future_Nrm
তোরা ভবিষ্যতে পড়বি,Future_Nrm
তুমি আগামীকাল পড়বে,Future_Nrm
পরশু পড়বে তোমরা,Future_Nrm
আপনি পড়বেন শীঘ্রই,Future_Nrm
আপনারা আগামীকাল পড়বেন,Future_Nrm
এখন পড়বেন উনি,Future_Nrm
আজকে পড়বেন উনারা,Future_Nrm
এখন পড়বেন তিনি,Future_Nrm
আজকে পড়বো আমি,Future_Nrm
আমরা আগামীকাল পড়বো,Future_Nrm
সে অতীতে পড়ল,Past_Nrm
আগে পড়ল তারা,Past_Nrm
এখনই পড়লাম আমি,Past_Nrm
আমরা এখনই পড়লাম,Past_Nrm
তুই আজ পড়লি,Past_Nrm
তোরা সেদিন পড়লি,Past_Nrm
আমি পড়লুম এখনই,Past_Nrm
আমরা অতীতে পড়লুম,Past_Nrm
তুমি পড়লে এখনই,Past_Nrm
পূর্বে পড়লে তোমরা,Past_Nrm
আজকে পড়লেন আপনি,Past_Nrm
আপনারা পড়লেন গতকাল,Past_Nrm
উনি পড়লেন এখনই,Past_Nrm
উনারা পূর্বে পড়লেন,Past_Nrm
তিনি আজ পড়লেন,Past_Nrm
সেদিন পড়লেম আমি,Past_Nrm
আমরা পূর্বে পড়লেম,Past_Nrm
আমি বর্তমানে পাই,Present_Nrm
আমরা পাই আজকে,Present_Nrm
আজ পাইও তুমি,Present_Nrm
আজকে পাইও তোমরা,Present_Nrm
সে আজ পাইত,Past_Nrm
তারা সেদিন পাইত,Past_Nrm
পূর্বে পাইতাম আমি,Past_Nrm
আগে পাইতাম আমরা,Past_Nrm
গতকাল পাইতিস তুই,Past_Nrm
তোরা এখনই পাইতিস,Past_Nrm
পূর্বে পাইতে তুমি,Past_Nrm
তোমরা আজকে পাইতে,Past_Nrm
তুমি আজকে পাইতেছ,Present_Nrm
তোমরা পাইতেছ বর্তমানে,Present_Nrm
বর্তমানে পাইতেছি আমি,Present_Nrm
আজকে পাইতেছি আমরা,Present_Nrm
সে পাইতেছিল অতীতে,Past_Nrm
তারা পাইতেছিল এখনই,Past_Nrm
আমি পাইতেছিলাম আগে,Past_Nrm
আমরা পাইতেছিলাম এখনই,Past_Nrm
তুই আজকে পাইতেছিলি,Past_Nrm
তোরা পূর্বে পাইতেছিলি,Past_Nrm
তুমি পাইতেছিলে গতকাল,Past_Nrm
তোমরা আজকে পাইতেছিলে,Past_Nrm
আপনি পাইতেছিলেন আজ,Past_Nrm
আপনারা অতীতে পাইতেছিলেন,Past_Nrm
উনি এখন পাইতেছিলেন,Past_Nrm
উনারা পাইতেছিলেন এখনই,Past_Nrm
তিনি এখন পাইতেছিলেন,Past_Nrm
বর্তমানে পাইতেছিস তুই,Present_Nrm
তোরা পাইতেছিস আজ,Present_Nrm
এখন পাইতেছে সে,Present_Nrm
বর্তমানে পাইতেছে তারা,Present_Nrm
আজকে পাইতেছেন আপনি,Present_Nrm
আপনারা এখন পাইতেছেন,Present_Nrm
উনি পাইতেছেন আজ,Present_Nrm
এখন পাইতেছেন উনারা,Present_Nrm
তিনি পাইতেছেন এখনই,Present_Nrm
আপনি আজ পাইতেন,Past_Nrm
আপনারা গতকাল পাইতেন,Past_Nrm
উনি অতীতে পাইতেন,Past_Nrm
উনারা পাইতেন অতীতে,Past_Nrm
এখন পাইতেন তিনি,Past_Nrm
আমি আগামীকাল পাইব,Future_Nrm
আগামীকাল পাইব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই পাইবি আজকে,Future_Nrm
তোরা আজ পাইবি,Future_Nrm
তুমি পাইবে আগামীকাল,Future_Nrm
তোমরা পাইবে এখনই,Future_Nrm
এখনই পাইবেন আপনি,Future_Nrm
আপনারা শীঘ্রই পাইবেন,Future_Nrm
উনি পরশু পাইবেন,Future_Nrm
আজ পাইবেন উনারা,Future_Nrm
তিনি ভবিষ্যতে পাইবেন,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুমি পাইয়াছ আজ,Present_Nrm
তোমরা পাইয়াছ আজকে,Present_Nrm
আজকে পাইয়াছি আমি,Present_Nrm
আজকে পাইয়াছি আমরা,Present_Nrm
এখনই পাইয়াছিল সে,Past_Nrm
তারা অতীতে পাইয়াছিল,Past_Nrm
সেদিন পাইয়াছিলাম আমি,Past_Nrm
আমরা আগে পাইয়াছিলাম,Past_Nrm
তুই পাইয়াছিলি পূর্বে,Past_Nrm
তোরা আগে পাইয়াছিলি,Past_Nrm
তুমি এখনই পাইয়াছিলে,Past_Nrm
তোমরা পাইয়াছিলে সেদিন,Past_Nrm
আজকে পাইয়াছিলেন আপনি,Past_Nrm
আজ পাইয়াছিলেন আপনারা,Past_Nrm
উনি পাইয়াছিলেন আজকে,Past_Nrm
এখনই পাইয়াছিলেন উনারা,Past_Nrm
তিনি পূর্বে পাইয়াছিলেন,Past_Nrm
তুই পাইয়াছিস আজকে,Present_Nrm
এখনই পাইয়াছিস তোরা,Present_Nrm
সে বর্তমানে পাইয়াছে,Present_Nrm
এখন পাইয়াছে তারা,Present_Nrm
আপনি পাইয়াছেন এখন,Present_Nrm
আপনারা পাইয়াছেন এখনই,Present_Nrm
আজ পাইয়াছেন উনি,Present_Nrm
বর্তমানে পাইয়াছেন উনারা,Present_Nrm
তিনি বর্তমানে পাইয়াছেন,Present_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুমি আজ পাইয়েছ,Present_Nrm
এখনই পাইয়েছ তোমরা,Present_Nrm
আমি এখন পাইয়েছি,Present_Nrm
আমরা পাইয়েছি এখন,Present_Nrm
সে আজকে পাইয়েছিল,Past_Nrm
গতকাল পাইয়েছিল তারা,Past_Nrm
আজকে পাইয়েছিলাম আমি,Past_Nrm
আমরা পাইয়েছিলাম আজ,Past_Nrm
সেদিন পাইয়েছিলি তুই,Past_Nrm
গতকাল পাইয়েছিলি তোরা,Past_Nrm
আমি এখন পাইয়েছিলুম,Past_Nrm
আমরা পূর্বে পাইয়েছিলুম,Past_Nrm
তুমি পাইয়েছিলে গতকাল,Past_Nrm
তোমরা পাইয়েছিলে আগে,Past_Nrm
আপনি এখনই পাইয়েছিলেন,Past_Nrm
আপনারা সেদিন পাইয়েছিলেন,Past_Nrm
আগে পাইয়েছিলেন উনি,Past_Nrm
সেদিন পাইয়েছিলেন উনারা,Past_Nrm
তিনি অতীতে পাইয়েছিলেন,Past_Nrm
আমি এখন পাইয়েছিলেম,Past_Nrm
আমরা পূর্বে পাইয়েছিলেম,Past_Nrm
তুই এখনই পাইয়েছিস,Present_Nrm
তোরা পাইয়েছিস আজকে,Present_Nrm
সে পাইয়েছে এখনই,Present_Nrm
তারা এখনই পাইয়েছে,Present_Nrm
আপনি আজ পাইয়েছেন,Present_Nrm
আপনারা পাইয়েছেন এখনই,Present_Nrm
বর্তমানে পাইয়েছেন উনি,Present_Nrm
আজ পাইয়েছেন উনারা,Present_Nrm
তিনি পাইয়েছেন এখন,Present_Nrm
তুমি আজ পাইয়ো,Present_Nrm
তোমরা পাইয়ো আজকে,Present_Nrm
সে আজকে পাইল,Past_Nrm
পূর্বে পাইল তারা,Past_Nrm
আমি পাইলাম এখন,Past_Nrm
আমরা পাইলাম সেদিন,Past_Nrm
তুই আগে পাইলি,Past_Nrm
তোরা পাইলি আজকে,Past_Nrm
তুমি আগে পাইলে,Past_Nrm
তোমরা পাইলে আগে,Past_Nrm
এখনই পাইলেন আপনি,Past_Nrm
গতকাল পাইলেন আপনারা,Past_Nrm
উনি আজ পাইলেন,Past_Nrm
উনারা এখন পাইলেন,Past_Nrm
এখন পাইলেন তিনি,Past_Nrm
তুমি পাও বর্তমানে,Present_Nrm
তোমরা বর্তমানে পাও,Present_Nrm
আমার পাওয়া উচিত,Present_Imp
আমাদের পাওয়া উচিৎ,Present_Imp
তোমার পাওয়া দরকার,Present_Imp
তোমাদের পাওয়া উচিত,Present_Imp
প্রয়োজন পাওয়া তোর,Present_Imp
উচিত পাওয়া তোদের,Present_Imp
তার পাওয়া উচিত,Present_Imp
তাদের প্রয়োজন পাওয়া,Present_Imp
আপনার পাওয়া উচিৎ,Present_Imp
দরকার পাওয়া আপনাদের,Present_Imp
উচিত পাওয়া উনার,Present_Imp
দরকার পাওয়া উনাদের,Present_Imp
আমি এখনই পাওয়াই,Present_Nrm
আমরা পাওয়াই এখন,Present_Nrm
আজ পাওয়াইও তুমি,Present_Nrm
আজ পাওয়াইও তোমরা,Present_Nrm
সে আজ পাওয়াইত,Past_Nrm
অতীতে পাওয়াইত তারা,Past_Nrm
এখন পাওয়াইতাম আমি,Past_Nrm
আমরা অতীতে পাওয়াইতাম,Past_Nrm
তুই আগে পাওয়াইতিস,Past_Nrm
তোরা গতকাল পাওয়াইতিস,Past_Nrm
তুমি এখনই পাওয়াইতে,Past_Nrm
তোমরা পাওয়াইতে আগে,Past_Nrm
তুমি এখনই পাওয়াইতেছ,Present_Nrm
তোমরা বর্তমানে পাওয়াইতেছ,Present_Nrm
আমি আজ পাওয়াইতেছি,Present_Nrm
আমরা বর্তমানে পাওয়াইতেছি,Present_Nrm
সে এখনই পাওয়াইতেছিল,Past_Nrm
তারা আজকে পাওয়াইতেছিল,Past_Nrm
আমি পাওয়াইতেছিলাম সেদিন,Past_Nrm
পূর্বে পাওয়াইতেছিলাম আমরা,Past_Nrm
তুই এখন পাওয়াইতেছিলি,Past_Nrm
এখনই পাওয়াইতেছিলি তোরা,Past_Nrm
তুমি পাওয়াইতেছিলে আগে,Past_Nrm
এখন পাওয়াইতেছিলে তোমরা,Past_Nrm
আপনি এখনই পাওয়াইতেছিলেন,Past_Nrm
এখনই পাওয়াইতেছিলেন আপনারা,Past_Nrm
এখন পাওয়াইতেছিলেন উনি,Past_Nrm
পূর্বে পাওয়াইতেছিলেন উনারা,Past_Nrm
অতীতে পাওয়াইতেছিলেন তিনি,Past_Nrm
এখনই পাওয়াইতেছিস তুই,Present_Nrm
তোরা পাওয়াইতেছিস আজকে,Present_Nrm
সে পাওয়াইতেছে এখন,Present_Nrm
এখনই পাওয়াইতেছে তারা,Present_Nrm
এখন পাওয়াইতেছেন আপনি,Present_Nrm
আজ পাওয়াইতেছেন আপনারা,Present_Nrm
বর্তমানে পাওয়াইতেছেন উনি,Present_Nrm
উনারা এখনই পাওয়াইতেছেন,Present_Nrm
আজ পাওয়াইতেছেন তিনি,Present_Nrm
আপনি পাওয়াইতেন পূর্বে,Past_Nrm
আপনারা পূর্বে পাওয়াইতেন,Past_Nrm
উনি আজ পাওয়াইতেন,Past_Nrm
উনারা পাওয়াইতেন আজ,Past_Nrm
তিনি পাওয়াইতেন সেদিন,Past_Nrm
আমি এখনই পাওয়াইব,Future_Nrm
আগামিকাল পাওয়াইব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
পরশু পাওয়াইবি তুই,Future_Nrm
এখন পাওয়াইবি তোরা,Future_Nrm
তুমি শীঘ্রই পাওয়াইবে,Future_Nrm
তোমরা ভবিষ্যতে পাওয়াইবে,Future_Nrm
শীঘ্রই পাওয়াইবেন আপনি,Future_Nrm
আপনারা পাওয়াইবেন আগামীকাল,Future_Nrm
উনি পাওয়াইবেন ভবিষ্যতে,Future_Nrm
উনারা পরশু পাওয়াইবেন,Future_Nrm
আগামীকাল পাওয়াইবেন তিনি,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুমি পাওয়াইয়াছ আজ,Present_Nrm
আজ পাওয়াইয়াছ তোমরা,Present_Nrm
আজকে পাওয়াইয়াছি আমি,Present_Nrm
এখন পাওয়াইয়াছি আমরা,Present_Nrm
সেদিন পাওয়াইয়াছিল সে,Past_Nrm
তারা পাওয়াইয়াছিল আগে,Past_Nrm
সেদিন পাওয়াইয়াছিলাম আমি,Past_Nrm
পূর্বে পাওয়াইয়াছিলাম আমরা,Past_Nrm
আজকে পাওয়াইয়াছিলি তুই,Past_Nrm
আগে পাওয়াইয়াছিলি তোরা,Past_Nrm
তুমি অতীতে পাওয়াইয়াছিলে,Past_Nrm
আজকে পাওয়াইয়াছিলে তোমরা,Past_Nrm
আপনি আগে পাওয়াইয়াছিলেন,Past_Nrm
আজকে পাওয়াইয়াছিলেন আপনারা,Past_Nrm
উনি পাওয়াইয়াছিলেন আজ,Past_Nrm
এখন পাওয়াইয়াছিলেন উনারা,Past_Nrm
অতীতে পাওয়াইয়াছিলেন তিনি,Past_Nrm
আজকে পাওয়াইয়াছিস তুই,Present_Nrm
তোরা এখন পাওয়াইয়াছিস,Present_Nrm
সে এখনই পাওয়াইয়াছে,Present_Nrm
তারা পাওয়াইয়াছে আজকে,Present_Nrm
আজকে পাওয়াইয়াছেন আপনি,Present_Nrm
আপনারা পাওয়াইয়াছেন এখনই,Present_Nrm
উনি পাওয়াইয়াছেন এখন,Present_Nrm
উনারা পাওয়াইয়াছেন আজ,Present_Nrm
তিনি পাওয়াইয়াছেন এখনই,Present_Nrm
বর্তমানে পাওয়াইয়ো তুমি,Present_Nrm
তোমরা আজকে পাওয়াইয়ো,Present_Nrm
সে সেদিন পাওয়াইল,Past_Nrm
গতকাল পাওয়াইল তারা,Past_Nrm
আমি আজকে পাওয়াইলাম,Past_Nrm
আমরা পাওয়াইলাম এখন,Past_Nrm
এখন পাওয়াইলি তুই,Past_Nrm
তোরা আজ পাওয়াইলি,Past_Nrm
তুমি এখনই পাওয়াইলে,Past_Nrm
তোমরা পাওয়াইলে সেদিন,Past_Nrm
আপনি পাওয়াইলেন এখনই,Past_Nrm
আপনারা এখন পাওয়াইলেন,Past_Nrm
উনি সেদিন পাওয়াইলেন,Past_Nrm
উনারা পাওয়াইলেন আজ,Past_Nrm
তিনি গতকাল পাওয়াইলেন,Past_Nrm
তুমি পাওয়াও বর্তমানে,Present_Nrm
এখন পাওয়াও তোমরা,Present_Nrm
সে পাওয়াক এখনই,Present_Nrm
আজ পাওয়াক তারা,Present_Nrm
তুমি আজ পাওয়াচ্ছ,Present_Nrm
তোমরা পাওয়াচ্ছ বর্তমানে,Present_Nrm
আমি পাওয়াচ্ছি আজ,Present_Nrm
আমরা বর্তমানে পাওয়াচ্ছি,Present_Nrm
সে এখন পাওয়াচ্ছিল,Past_Nrm
তারা পাওয়াচ্ছিল এখন,Past_Nrm
আগে পাওয়াচ্ছিলাম আমি,Past_Nrm
সেদিন পাওয়াচ্ছিলাম আমরা,Past_Nrm
তুই এখনই পাওয়াচ্ছিলি,Past_Nrm
সেদিন পাওয়াচ্ছিলি তোরা,Past_Nrm
আমি সেদিন পাওয়াচ্ছিলুম,Past_Nrm
আমরা পাওয়াচ্ছিলুম আজ,Past_Nrm
তুমি আগে পাওয়াচ্ছিলে,Past_Nrm
তোমরা পাওয়াচ্ছিলে আগে,Past_Nrm
আপনি এখন পাওয়াচ্ছিলেন,Past_Nrm
আপনারা পূর্বে পাওয়াচ্ছিলেন,Past_Nrm
