Id,Sentence,Tense
3280,তিনি বর্তমানে ঢোকাচ্ছেন,Present_Nrm
3281,সে ঢোকাত অতীতে,Past_Nrm
3282,তারা পূর্বে ঢোকাত,Past_Nrm
3283,আমি ঢোকাতাম অতীতে,Past_Nrm
3284,আমরা ঢোকাতাম পূর্বে,Past_Nrm
3285,সেদিন ঢোকাতিস তুই,Past_Nrm
3286,তোরা আজকে ঢোকাতিস,Past_Nrm
3287,আমি অতীতে ঢোকাতুম,Past_Nrm
3288,আমরা ঢোকাতুম আজকে,Past_Nrm
3289,তুমি ঢোকাতে এখন,Past_Nrm
3290,আগে ঢোকাতে তোমরা,Past_Nrm
3291,আপনি ঢোকাতেন এখনই,Past_Nrm
3292,অতীতে ঢোকাতেন আপনারা,Past_Nrm
3293,পূর্বে ঢোকাতেন উনি,Past_Nrm
3294,উনারা ঢোকাতেন এখন,Past_Nrm
3295,তিনি আজকে ঢোকাতেন,Past_Nrm
3296,আমি ঢোকাতেম আগে,Past_Nrm
3297,আমরা এখন ঢোকাতেম,Past_Nrm
3298,আপনি বর্তমানে ঢোকান,Present_Nrm
3299,এখনই ঢোকান আপনারা,Present_Nrm
3300,উনি ঢোকান আজকে,Present_Nrm
3301,উনারা ঢোকান আজ,Present_Nrm
3302,তিনি ঢোকান আজকে,Present_Nrm
3303,আমাকে উচিত ঢোকানো,Present_Nrm
3304,আমাদেরকে দরকার ঢোকানো,Present_Nrm
3305,তোমাকে ঢোকানো উচিৎ,Present_Nrm
3306,উচিত ঢোকানো তোমাদেরকে,Present_Nrm
3307,তোকে ঢোকানো দরকার,Present_Nrm
3308,প্রয়োজন ঢোকানো তোদেরকে,Present_Nrm
3309,তাকে ঢোকানো উচিত,Present_Nrm
3310,তাদেরকে দরকার ঢোকানো,Present_Nrm
3311,উচিৎ ঢোকানো আপনাকে,Present_Nrm
3312,উচিৎ ঢোকানো আপনাদেরকে,Present_Nrm
3313,উনাকে দরকার ঢোকানো,Present_Nrm
3314,প্রয়োজন ঢোকানো উনাদেরকে,Present_Nrm
3315,আগামীকাল ঢোকাব আমি,Future_Nrm
3316,আমরা ঢোকাব আগামিকাল,Future_Nrm
3317,ভবিষ্যতে ঢোকাবি তুই,Future_Nrm
3318,তোরা ঢোকাবি আজকে,Future_Nrm
3319,তুমি ঢোকাবে এখন,Future_Nrm
3320,তোমরা ঢোকাবে ভবিষ্যতে,Future_Nrm
3321,আপনি ঢোকাবেন ভবিষ্যতে,Future_Nrm
3322,আপনারা ঢোকাবেন এখনই,Future_Nrm
3323,উনি ঢোকাবেন শীঘ্রই,Future_Nrm
3324,উনারা শীঘ্রই ঢোকাবেন,Future_Nrm
3325,তিনি ভবিষ্যতে ঢোকাবেন,Future_Nrm
3326,আগামীকাল ঢোকাবো আমি,Future_Nrm
3327,ভবিষ্যতে ঢোকাবো আমরা,Future_Nrm
3328,এখনই ঢোকায় সে,Present_Nrm
3329,বর্তমানে ঢোকায় তারা,Present_Nrm
3330,সে ঢোকাল সেদিন,Past_Nrm
3331,তারা ঢোকাল সেদিন,Past_Nrm
3332,আমি ঢোকালাম সেদিন,Past_Nrm
3333,সেদিন ঢোকালাম আমরা,Past_Nrm
3334,তুই ঢোকালি আগে,Past_Nrm
3335,তোরা আজ ঢোকালি,Past_Nrm
3336,আজকে ঢোকালুম আমি,Past_Nrm
3337,এখন ঢোকালুম আমরা,Past_Nrm
3338,তুমি ঢোকালে আজকে,Past_Nrm
3339,তোমরা সেদিন ঢোকালে,Past_Nrm
3340,অতীতে ঢোকালেন আপনি,Past_Nrm
3341,আপনারা ঢোকালেন এখনই,Past_Nrm
3342,উনি অতীতে ঢোকালেন,Past_Nrm
3343,আজ ঢোকালেন উনারা,Past_Nrm
3344,গতকাল ঢোকালেন তিনি,Past_Nrm
3345,আমি ঢোকালেম এখনই,Past_Nrm
3346,এখনই ঢোকালেম আমরা,Past_Nrm
3347,আজ ঢোকাস তুই,Present_Nrm
3348,আজ ঢোকাস তোরা,Present_Nrm
3349,সে ঢোকে বর্তমানে,Present_Nrm
3350,আজকে ঢোকে তারা,Present_Nrm
3351,আপনি ঢোকেন বর্তমানে,Present_Nrm
3352,আজকে ঢোকেন আপনারা,Present_Nrm
3353,উনি বর্তমানে ঢোকেন,Present_Nrm
3354,উনারা ঢোকেন এখনই,Present_Nrm
3355,বর্তমানে ঢোকেন তিনি,Present_Nrm
3356,প্রয়োজন থাকা আমার,Present_Imp
3357,আমাদের থাকা দরকার,Present_Imp
3358,তোমার দরকার থাকা,Present_Imp
3359,তোমাদের থাকা উচিৎ,Present_Imp
3360,প্রয়োজন থাকা তোর,Present_Imp
3361,তোদের থাকা উচিৎ,Present_Imp
3362,তার উচিত থাকা,Present_Imp
3363,উচিত থাকা তাদের,Present_Imp
3364,প্রয়োজন থাকা আপনার,Present_Imp
3365,আপনাদের থাকা উচিৎ,Present_Imp
3366,দরকার থাকা উনার,Present_Imp
3367,উনাদের উচিত থাকা,Present_Imp
3368,উচিৎ থাকানো আমাকে,Present_Nrm
3369,আমাদেরকে থাকানো উচিৎ,Present_Nrm
3370,তোমাকে উচিত থাকানো,Present_Nrm
3371,উচিত থাকানো তোমাদেরকে,Present_Nrm
3372,তোকে উচিৎ থাকানো,Present_Nrm
3373,তোদেরকে উচিত থাকানো,Present_Nrm
3374,তাকে থাকানো উচিত,Present_Nrm
3375,উচিত থাকানো তাদেরকে,Present_Nrm
3376,আপনাকে থাকানো উচিৎ,Present_Nrm
3377,আপনাদেরকে থাকানো দরকার,Present_Nrm
3378,উনাকে থাকানো দরকার,Present_Nrm
3379,উনাদেরকে থাকানো দরকার,Present_Nrm
3380,আমি থাকি এখন,Present_Nrm
3381,আমরা থাকি এখন,Present_Nrm
3382,বর্তমানে থাকিও তুমি,Present_Nrm
3383,তোমরা এখন থাকিও,Present_Nrm
3384,অতীতে থাকিত সে,Past_Nrm
3385,তারা থাকিত অতীতে,Past_Nrm
3386,পূর্বে থাকিতাম আমি,Past_Nrm
3387,আমরা থাকিতাম এখনই,Past_Nrm
3388,তুই থাকিতিস আজকে,Past_Nrm
3389,তোরা থাকিতিস এখনই,Past_Nrm
3390,তুমি সেদিন থাকিতে,Past_Nrm
3391,তোমরা থাকিতে পূর্বে,Past_Nrm
3392,আজকে থাকিতেছ তুমি,Present_Nrm
3393,তোমরা থাকিতেছ বর্তমানে,Present_Nrm
3394,আমি থাকিতেছি আজ,Present_Nrm
3395,আমরা আজকে থাকিতেছি,Present_Nrm
3396,সে থাকিতেছিল সেদিন,Past_Nrm
3397,এখন থাকিতেছিল তারা,Past_Nrm
3398,আমি পূর্বে থাকিতেছিলাম,Past_Nrm
3399,এখন থাকিতেছিলাম আমরা,Past_Nrm
3400,তুই থাকিতেছিলি পূর্বে,Past_Nrm
3401,তোরা থাকিতেছিলি এখনই,Past_Nrm
3402,তুমি পূর্বে থাকিতেছিলে,Past_Nrm
3403,এখনই থাকিতেছিলে তোমরা,Past_Nrm
3404,আগে থাকিতেছিলেন আপনি,Past_Nrm
3405,সেদিন থাকিতেছিলেন আপনারা,Past_Nrm
3406,উনি থাকিতেছিলেন এখন,Past_Nrm
3407,উনারা থাকিতেছিলেন সেদিন,Past_Nrm
3408,পূর্বে থাকিতেছিলেন তিনি,Past_Nrm
3409,এখনই থাকিতেছিস তুই,Present_Nrm
3410,এখন থাকিতেছিস তোরা,Present_Nrm
3411,এখন থাকিতেছে সে,Present_Nrm
3412,তারা থাকিতেছে এখন,Present_Nrm
3413,আপনি থাকিতেছেন এখন,Present_Nrm
3414,আপনারা থাকিতেছেন এখন,Present_Nrm
3415,আজ থাকিতেছেন উনি,Present_Nrm
3416,উনারা আজকে থাকিতেছেন,Present_Nrm
3417,আজ থাকিতেছেন তিনি,Present_Nrm
3418,আপনি পূর্বে থাকিতেন,Past_Nrm
3419,আপনারা আজ থাকিতেন,Past_Nrm
3420,উনি আজকে থাকিতেন,Past_Nrm
3421,উনারা এখন থাকিতেন,Past_Nrm
3422,তিনি থাকিতেন এখনই,Past_Nrm
3423,আমি থাকিব আজকে,Future_Nrm
3424,শীঘ্রই থাকিব আমরা,Future_Nrm
3425,তুই ভবিষ্যতে থাকিবি,Future_Nrm
3426,এখনই থাকিবি তোরা,Future_Nrm
3427,আজ থাকিবে তুমি,Future_Nrm
3428,তোমরা আজকে থাকিবে,Future_Nrm
3429,আপনি থাকিবেন আজকে,Future_Nrm
3430,আপনারা এখন থাকিবেন,Future_Nrm
3431,উনি থাকিবেন এখন,Future_Nrm
3432,উনারা থাকিবেন আগামিকাল,Future_Nrm
3433,এখনই থাকিবেন তিনি,Future_Nrm
3434,তুমি থাকিয়াছ এখনই,Present_Nrm
3435,তোমরা আজকে থাকিয়াছ,Present_Nrm
3436,আজকে থাকিয়াছি আমি,Present_Nrm
3437,আমরা এখন থাকিয়াছি,Present_Nrm
3438,পূর্বে থাকিয়াছিল সে,Past_Nrm
3439,তারা আজ থাকিয়াছিল,Past_Nrm
3440,আমি থাকিয়াছিলাম আজকে,Past_Nrm
3441,আমরা থাকিয়াছিলাম গতকাল,Past_Nrm
3442,তুই থাকিয়াছিলি গতকাল,Past_Nrm
3443,আগে থাকিয়াছিলি তোরা,Past_Nrm
3444,এখন থাকিয়াছিলে তুমি,Past_Nrm
3445,তোমরা থাকিয়াছিলে আজ,Past_Nrm
3446,আপনি থাকিয়াছিলেন আগে,Past_Nrm
3447,আপনারা থাকিয়াছিলেন অতীতে,Past_Nrm
3448,উনি থাকিয়াছিলেন এখনই,Past_Nrm
3449,এখন থাকিয়াছিলেন উনারা,Past_Nrm
3450,তিনি থাকিয়াছিলেন এখন,Past_Nrm
3451,তুই থাকিয়াছিস আজকে,Present_Nrm
3452,তোরা থাকিয়াছিস বর্তমানে,Present_Nrm
3453,সে থাকিয়াছে বর্তমানে,Present_Nrm
3454,তারা আজ থাকিয়াছে,Present_Nrm
3455,আজ থাকিয়াছেন আপনি,Present_Nrm
3456,বর্তমানে থাকিয়াছেন আপনারা,Present_Nrm
3457,উনি থাকিয়াছেন আজকে,Present_Nrm
3458,উনারা থাকিয়াছেন আজকে,Present_Nrm
3459,তিনি আজ থাকিয়াছেন,Present_Nrm
3460,তুমি থাকিয়ো বর্তমানে,Present_Nrm
3461,তোমরা এখন থাকিয়ো,Present_Nrm
3462,সে থাকিল এখনই,Past_Nrm
3463,তারা আজ থাকিল,Past_Nrm
3464,আমি থাকিলাম আজ,Past_Nrm
3465,আমরা থাকিলাম আজ,Past_Nrm
3466,আজকে থাকিলি তুই,Past_Nrm
3467,তোরা পূর্বে থাকিলি,Past_Nrm
3468,তুমি থাকিলে সেদিন,Past_Nrm
3469,তোমরা থাকিলে আজ,Past_Nrm
3470,আপনি থাকিলেন পূর্বে,Past_Nrm
3471,আগে থাকিলেন আপনারা,Past_Nrm
3472,উনি পূর্বে থাকিলেন,Past_Nrm
3473,উনারা আগে থাকিলেন,Past_Nrm
3474,তিনি থাকিলেন গতকাল,Past_Nrm
3475,এখনই থাকিস তুই,Present_Nrm
3476,তোরা থাকিস আজ,Present_Nrm
3477,সে থাকুক আজ,Present_Nrm
3478,আজকে থাকুক তারা,Present_Nrm
3479,এখন থাকুন আপনি,Present_Nrm
3480,আপনারা থাকুন আজকে,Present_Nrm
3481,উনি আজ থাকুন,Present_Nrm
3482,আজকে থাকুন উনারা,Present_Nrm
3483,এখন থাকুন তিনি,Present_Nrm
3484,আজকে থাকে সে,Present_Nrm
3485,তারা থাকে বর্তমানে,Present_Nrm
3486,আপনি থাকেন আজ,Present_Nrm
3487,আজকে থাকেন আপনারা,Present_Nrm
3488,উনি এখনই থাকেন,Present_Nrm
3489,উনারা বর্তমানে থাকেন,Present_Nrm
3490,আজ থাকেন তিনি,Present_Nrm
3491,বর্তমানে থাকছ তুমি,Present_Nrm
3492,বর্তমানে থাকছ তোমরা,Present_Nrm
3493,আমি আজকে থাকছি,Present_Nrm
3494,এখন থাকছি আমরা,Present_Nrm
3495,সে থাকছিল আজকে,Past_Nrm
3496,তারা থাকছিল এখনই,Past_Nrm
3497,আজ থাকছিলাম আমি,Past_Nrm
3498,আমরা আজ থাকছিলাম,Past_Nrm
3499,গতকাল থাকছিলি তুই,Past_Nrm
3500,তোরা সেদিন থাকছিলি,Past_Nrm
3501,আমি থাকছিলুম সেদিন,Past_Nrm
3502,আজকে থাকছিলুম আমরা,Past_Nrm
3503,তুমি আজকে থাকছিলে,Past_Nrm
3504,তোমরা সেদিন থাকছিলে,Past_Nrm
3505,আপনি থাকছিলেন পূর্বে,Past_Nrm
3506,আপনারা থাকছিলেন সেদিন,Past_Nrm
3507,গতকাল থাকছিলেন উনি,Past_Nrm
3508,এখনই থাকছিলেন উনারা,Past_Nrm
3509,অতীতে থাকছিলেন তিনি,Past_Nrm
3510,আমি থাকছিলেম পূর্বে,Past_Nrm
3511,আমরা থাকছিলেম গতকাল,Past_Nrm
3512,আজকে থাকছিস তুই,Present_Nrm
3513,তোরা থাকছিস আজ,Present_Nrm
3514,এখনই থাকছে সে,Present_Nrm
3515,তারা এখন থাকছে,Present_Nrm
3516,আপনি থাকছেন বর্তমানে,Present_Nrm
3517,আপনারা আজকে থাকছেন,Present_Nrm
3518,উনি এখন থাকছেন,Present_Nrm
3519,উনারা আজ থাকছেন,Present_Nrm
3520,এখনই থাকছেন তিনি,Present_Nrm
3521,আজকে দেখ তুই,Present_Imp
3522,তোরা এখনই দেখ,Present_Imp
3523,প্রয়োজন দেখা আমার,Present_Imp
3524,দরকার দেখা আমাদের,Present_Imp
3525,তোমার দেখা উচিত,Present_Imp
3526,দরকার দেখা তোমাদের,Present_Imp
3527,উচিত দেখা তোর,Present_Imp
3528,তোদের প্রয়োজন দেখা,Present_Imp
3529,তার দরকার দেখা,Present_Imp
3530,তাদের উচিৎ দেখা,Present_Imp
3531,আপনার দরকার দেখা,Present_Imp
3532,আপনাদের উচিত দেখা,Present_Imp
3533,উনার দেখা দরকার,Present_Imp
3534,দরকার দেখা উনাদের,Present_Imp
3535,এখন দেখাই আমি,Present_Nrm
3536,আমরা এখনই দেখাই,Present_Nrm
3537,তুমি বর্তমানে দেখাইও,Present_Nrm
3538,তোমরা দেখাইও বর্তমানে,Present_Nrm
3539,সে আজ দেখাইত,Past_Nrm
3540,তারা দেখাইত আগে,Past_Nrm
3541,আমি আগে দেখাইতাম,Past_Nrm
3542,আমরা দেখাইতাম আজকে,Past_Nrm
3543,তুই এখনই দেখাইতিস,Past_Nrm
3544,আজকে দেখাইতিস তোরা,Past_Nrm
3545,তুমি আজ দেখাইতে,Past_Nrm
3546,তোমরা গতকাল দেখাইতে,Past_Nrm
3547,তুমি এখনই দেখাইতেছ,Present_Nrm
3548,তোমরা দেখাইতেছ আজকে,Present_Nrm
3549,আমি এখনই দেখাইতেছি,Present_Nrm
3550,আমরা দেখাইতেছি এখন,Present_Nrm
3551,সে দেখাইতেছিল পূর্বে,Past_Nrm
3552,তারা দেখাইতেছিল গতকাল,Past_Nrm
3553,আমি দেখাইতেছিলাম অতীতে,Past_Nrm
3554,আমরা দেখাইতেছিলাম আজ,Past_Nrm
3555,তুই দেখাইতেছিলি পূর্বে,Past_Nrm
3556,তোরা দেখাইতেছিলি পূর্বে,Past_Nrm
3557,সেদিন দেখাইতেছিলে তুমি,Past_Nrm
3558,তোমরা আজকে দেখাইতেছিলে,Past_Nrm
3559,আপনি সেদিন দেখাইতেছিলেন,Past_Nrm
3560,আপনারা দেখাইতেছিলেন সেদিন,Past_Nrm
3561,উনি এখনই দেখাইতেছিলেন,Past_Nrm
3562,আজকে দেখাইতেছিলেন উনারা,Past_Nrm
3563,তিনি গতকাল দেখাইতেছিলেন,Past_Nrm
3564,এখন দেখাইতেছিস তুই,Present_Nrm
3565,তোরা দেখাইতেছিস বর্তমানে,Present_Nrm
3566,সে দেখাইতেছে আজকে,Present_Nrm
3567,তারা এখন দেখাইতেছে,Present_Nrm
3568,আপনি দেখাইতেছেন বর্তমানে,Present_Nrm
3569,আপনারা এখনই দেখাইতেছেন,Present_Nrm
3570,উনি এখনই দেখাইতেছেন,Present_Nrm
3571,আজকে দেখাইতেছেন উনারা,Present_Nrm
3572,তিনি দেখাইতেছেন এখনই,Present_Nrm
3573,আপনি দেখাইতেন এখন,Past_Nrm
3574,পূর্বে দেখাইতেন আপনারা,Past_Nrm
3575,উনি গতকাল দেখাইতেন,Past_Nrm
3576,উনারা আগে দেখাইতেন,Past_Nrm
3577,এখনই দেখাইতেন তিনি,Past_Nrm
3578,এখন দেখাইব আমি,Future_Nrm
3579,আমরা ভবিষ্যতে দেখাইব,Future_Nrm
3580,ভবিষ্যতে দেখাইবি তুই,Future_Nrm
3581,ভবিষ্যতে দেখাইবি তোরা,Future_Nrm
3582,এখনই দেখাইবে তুমি,Future_Nrm
3583,তোমরা দেখাইবে ভবিষ্যতে,Future_Nrm
3584,আপনি দেখাইবেন এখন,Future_Nrm
3585,আপনারা দেখাইবেন আগামীকাল,Future_Nrm
3586,আগামীকাল দেখাইবেন উনি,Future_Nrm
3587,উনারা দেখাইবেন আগামীকাল,Future_Nrm
3588,তিনি দেখাইবেন পরশু,Future_Nrm
3589,আজকে দেখাইয়াছ তুমি,Present_Nrm
3590,তোমরা আজকে দেখাইয়াছ,Present_Nrm
3591,আমি দেখাইয়াছি আজকে,Present_Nrm
3592,আমরা বর্তমানে দেখাইয়াছি,Present_Nrm
3593,এখনই দেখাইয়াছিল সে,Past_Nrm
3594,অতীতে দেখাইয়াছিল তারা,Past_Nrm
3595,আমি পূর্বে দেখাইয়াছিলাম,Past_Nrm
3596,আমরা অতীতে দেখাইয়াছিলাম,Past_Nrm
3597,তুই সেদিন দেখাইয়াছিলি,Past_Nrm
3598,তোরা আজকে দেখাইয়াছিলি,Past_Nrm
3599,সেদিন দেখাইয়াছিলে তুমি,Past_Nrm
3600,আজকে দেখাইয়াছিলে তোমরা,Past_Nrm
3601,আপনি দেখাইয়াছিলেন পূর্বে,Past_Nrm
3602,আপনারা আগে দেখাইয়াছিলেন,Past_Nrm
3603,উনি অতীতে দেখাইয়াছিলেন,Past_Nrm
3604,আজকে দেখাইয়াছিলেন উনারা,Past_Nrm
3605,আগে দেখাইয়াছিলেন তিনি,Past_Nrm
3606,তুই এখন দেখাইয়াছিস,Present_Nrm
3607,এখন দেখাইয়াছিস তোরা,Present_Nrm
3608,সে আজকে দেখাইয়াছে,Present_Nrm
3609,তারা আজ দেখাইয়াছে,Present_Nrm
3610,আপনি দেখাইয়াছেন আজ,Present_Nrm
3611,আজ দেখাইয়াছেন আপনারা,Present_Nrm
3612,বর্তমানে দেখাইয়াছেন উনি,Present_Nrm
3613,এখনই দেখাইয়াছেন উনারা,Present_Nrm
3614,তিনি দেখাইয়াছেন বর্তমানে,Present_Nrm
3615,বর্তমানে দেখাইয়ো তুমি,Present_Nrm
3616,তোমরা দেখাইয়ো এখনই,Present_Nrm
3617,সে দেখাইল অতীতে,Past_Nrm
3618,আজকে দেখাইল তারা,Past_Nrm
3619,আমি গতকাল দেখাইলাম,Past_Nrm
3620,আমরা দেখাইলাম আজকে,Past_Nrm
3621,তুই দেখাইলি অতীতে,Past_Nrm
3622,পূর্বে দেখাইলি তোরা,Past_Nrm
3623,তুমি আজকে দেখাইলে,Past_Nrm
3624,তোমরা দেখাইলে এখন,Past_Nrm
3625,আজকে দেখাইলেন আপনি,Past_Nrm
3626,আপনারা দেখাইলেন এখনই,Past_Nrm
3627,উনি দেখাইলেন সেদিন,Past_Nrm
3628,উনারা দেখাইলেন সেদিন,Past_Nrm
3629,তিনি দেখাইলেন পূর্বে,Past_Nrm
3630,এখন দেখাও তুমি,Present_Nrm
3631,তোমরা দেখাও আজকে,Present_Nrm
3632,বর্তমানে দেখাক সে,Present_Nrm
3633,আজকে দেখাক তারা,Present_Nrm
3634,তুমি আজকে দেখাচ্ছ,Present_Nrm
3635,তোমরা দেখাচ্ছ আজ,Present_Nrm
3636,আমি আজ দেখাচ্ছি,Present_Nrm
3637,আমরা দেখাচ্ছি এখন,Present_Nrm
3638,সেদিন দেখাচ্ছিল সে,Past_Nrm
3639,তারা দেখাচ্ছিল পূর্বে,Past_Nrm
3640,আমি পূর্বে দেখাচ্ছিলাম,Past_Nrm
3641,গতকাল দেখাচ্ছিলাম আমরা,Past_Nrm
3642,আজকে দেখাচ্ছিলি তুই,Past_Nrm
3643,তোরা দেখাচ্ছিলি আজকে,Past_Nrm
3644,আমি এখনই দেখাচ্ছিলুম,Past_Nrm
3645,আজকে দেখাচ্ছিলুম আমরা,Past_Nrm
3646,সেদিন দেখাচ্ছিলে তুমি,Past_Nrm
3647,তোমরা দেখাচ্ছিলে এখন,Past_Nrm
3648,আপনি দেখাচ্ছিলেন এখনই,Past_Nrm
3649,আপনারা দেখাচ্ছিলেন এখন,Past_Nrm
3650,আজ দেখাচ্ছিলেন উনি,Past_Nrm
3651,আজকে দেখাচ্ছিলেন উনারা,Past_Nrm
3652,তিনি আজ দেখাচ্ছিলেন,Past_Nrm
3653,আমি পূর্বে দেখাচ্ছিলেম,Past_Nrm
3654,আমরা সেদিন দেখাচ্ছিলেম,Past_Nrm
3655,এখন দেখাচ্ছিস তুই,Present_Nrm
3656,তোরা আজকে দেখাচ্ছিস,Present_Nrm
3657,সে দেখাচ্ছে এখনই,Present_Nrm
3658,তারা আজকে দেখাচ্ছে,Present_Nrm
3659,আপনি বর্তমানে দেখাচ্ছেন,Present_Nrm
3660,আপনারা আজকে দেখাচ্ছেন,Present_Nrm
3661,বর্তমানে দেখাচ্ছেন উনি,Present_Nrm
3662,উনারা দেখাচ্ছেন বর্তমানে,Present_Nrm
3663,তিনি এখন দেখাচ্ছেন,Present_Nrm
3664,সে দেখাত সেদিন,Past_Nrm
3665,তারা এখন দেখাত,Past_Nrm
3666,আমি গতকাল দেখাতাম,Past_Nrm
3667,আমরা পূর্বে দেখাতাম,Past_Nrm
3668,তুই আজকে দেখাতিস,Past_Nrm
3669,এখন দেখাতিস তোরা,Past_Nrm
3670,আমি পূর্বে দেখাতুম,Past_Nrm
3671,এখন দেখাতুম আমরা,Past_Nrm
3672,তুমি দেখাতে সেদিন,Past_Nrm
3673,তোমরা পূর্বে দেখাতে,Past_Nrm
3674,এখনই দেখাতেন আপনি,Past_Nrm
3675,আপনারা দেখাতেন গতকাল,Past_Nrm
3676,উনি আজকে দেখাতেন,Past_Nrm
3677,উনারা দেখাতেন গতকাল,Past_Nrm
3678,তিনি এখনই দেখাতেন,Past_Nrm
3679,আমি পূর্বে দেখাতেম,Past_Nrm
3680,আমরা পূর্বে দেখাতেম,Past_Nrm
3681,আজকে দেখান আপনি,Present_Nrm
3682,এখনই দেখান আপনারা,Present_Nrm
3683,আজকে দেখান উনি,Present_Nrm
3684,উনারা আজকে দেখান,Present_Nrm
3685,তিনি আজকে দেখান,Present_Nrm
3686,দরকার দেখানো আমাকে,Present_Nrm
3687,আমাদেরকে উচিত দেখানো,Present_Nrm
3688,উচিৎ দেখানো তোমাকে,Present_Nrm
3689,তোমাদেরকে দেখানো উচিৎ,Present_Nrm
3690,উচিত দেখানো তোকে,Present_Nrm
3691,তোদেরকে দেখানো প্রয়োজন,Present_Nrm
3692,তাকে দেখানো উচিত,Present_Nrm
3693,তাদেরকে দেখানো দরকার,Present_Nrm
3694,আপনাকে উচিত দেখানো,Present_Nrm
3695,আপনাদেরকে দেখানো উচিৎ,Present_Nrm
3696,উনাকে উচিত দেখানো,Present_Nrm
3697,উনাদেরকে দেখানো দরকার,Present_Nrm
3698,আমি এখনই দেখাব,Future_Nrm
3699,আমরা পরশু দেখাব,Future_Nrm
3700,আগামীকাল দেখাবি তুই,Future_Nrm
3701,এখনই দেখাবি তোরা,Future_Nrm
3702,তুমি পরশু দেখাবে,Future_Nrm
3703,তোমরা আজ দেখাবে,Future_Nrm
3704,ভবিষ্যতে দেখাবেন আপনি,Future_Nrm
3705,আপনারা আজকে দেখাবেন,Future_Nrm
3706,আগামিকাল দেখাবেন উনি,Future_Nrm
3707,উনারা আজকে দেখাবেন,Future_Nrm
3708,তিনি দেখাবেন শীঘ্রই,Future_Nrm
3709,আমি এখন দেখাবো,Future_Nrm
3710,আমরা দেখাবো পরশু,Future_Nrm
3711,সে দেখায় বর্তমানে,Present_Nrm
3712,তারা এখন দেখায়,Present_Nrm
3713,সে দেখাল এখনই,Past_Nrm
3714,আজকে দেখাল তারা,Past_Nrm
3715,আমি দেখালাম আগে,Past_Nrm
3716,আমরা দেখালাম পূর্বে,Past_Nrm
3717,তুই সেদিন দেখালি,Past_Nrm
3718,তোরা দেখালি আগে,Past_Nrm
3719,অতীতে দেখালুম আমি,Past_Nrm
3720,আমরা আজকে দেখালুম,Past_Nrm
3721,গতকাল দেখালে তুমি,Past_Nrm
3722,তোমরা অতীতে দেখালে,Past_Nrm
3723,আজ দেখালেন আপনি,Past_Nrm
3724,আপনারা আজ দেখালেন,Past_Nrm
3725,উনি দেখালেন অতীতে,Past_Nrm
3726,উনারা আজ দেখালেন,Past_Nrm
3727,তিনি দেখালেন সেদিন,Past_Nrm
3728,আমি দেখালেম এখন,Past_Nrm
3729,আমরা আগে দেখালেম,Past_Nrm
3730,তুই দেখাস এখন,Present_Nrm
3731,তোরা এখন দেখাস,Present_Nrm
3732,আজকে দেখি আমি,Present_Nrm
3733,আমরা এখন দেখি,Present_Nrm
3734,তুমি দেখিও আজকে,Present_Nrm
3735,তোমরা দেখিও এখন,Present_Nrm
3736,সে আজ দেখিত,Past_Nrm
3737,তারা আগে দেখিত,Past_Nrm
3738,আমি এখন দেখিতাম,Past_Nrm
3739,অতীতে দেখিতাম আমরা,Past_Nrm
3740,আজকে দেখিতিস তুই,Past_Nrm
3741,অতীতে দেখিতিস তোরা,Past_Nrm
3742,তুমি দেখিতে এখন,Past_Nrm
3743,পূর্বে দেখিতে তোমরা,Past_Nrm
3744,তুমি দেখিতেছ বর্তমানে,Present_Nrm
3745,তোমরা এখনই দেখিতেছ,Present_Nrm
3746,আমি এখনই দেখিতেছি,Present_Nrm
3747,এখন দেখিতেছি আমরা,Present_Nrm
3748,সে সেদিন দেখিতেছিল,Past_Nrm
3749,আজ দেখিতেছিল তারা,Past_Nrm
3750,আমি এখন দেখিতেছিলাম,Past_Nrm
3751,আমরা আগে দেখিতেছিলাম,Past_Nrm
3752,তুই দেখিতেছিলি আজকে,Past_Nrm
3753,তোরা আগে দেখিতেছিলি,Past_Nrm
3754,তুমি আজকে দেখিতেছিলে,Past_Nrm
3755,তোমরা দেখিতেছিলে আজ,Past_Nrm
3756,আপনি দেখিতেছিলেন আজ,Past_Nrm
3757,আপনারা অতীতে দেখিতেছিলেন,Past_Nrm
3758,এখনই দেখিতেছিলেন উনি,Past_Nrm
3759,অতীতে দেখিতেছিলেন উনারা,Past_Nrm
3760,এখনই দেখিতেছিলেন তিনি,Past_Nrm
3761,এখনই দেখিতেছিস তুই,Present_Nrm
3762,বর্তমানে দেখিতেছিস তোরা,Present_Nrm
3763,সে আজ দেখিতেছে,Present_Nrm
3764,তারা দেখিতেছে এখনই,Present_Nrm
3765,এখনই দেখিতেছেন আপনি,Present_Nrm
3766,আপনারা দেখিতেছেন এখনই,Present_Nrm
3767,উনি দেখিতেছেন এখনই,Present_Nrm
3768,আজ দেখিতেছেন উনারা,Present_Nrm
3769,এখনই দেখিতেছেন তিনি,Present_Nrm
3770,পূর্বে দেখিতেন আপনি,Past_Nrm
3771,আপনারা দেখিতেন পূর্বে,Past_Nrm
3772,আজ দেখিতেন উনি,Past_Nrm
3773,পূর্বে দেখিতেন উনারা,Past_Nrm
3774,এখনই দেখিতেন তিনি,Past_Nrm
3775,পরশু দেখিব আমি,Future_Nrm
3776,আজকে দেখিব আমরা,Future_Nrm
